"dpto","coddepto","mpio","codmpio","codigo","LAT_CIU_NAC","LON_CIU_NAC","n"
"NARIÑO","52","MOSQUERA","473","52-473",NA,NA,"0"
"NARIÑO","52","LA TOLA","390","52-390","2.39792155095","-78.189798289300001","2"
"CAUCA","19","POPAYAN","001","19-001","2.4383554804699998","-76.640426844999993","255"
"HUILA","41","GIGANTE","306","41-306","2.3878313357600001","-75.545729475599998","24"
"HUILA","41","LA PLATA","396","41-396","2.3893277184700001","-75.891112216099998","33"
"GUAINIA","94","SAN FELIPE","883","94-883",NA,NA,"0"
"NARIÑO","52","OLAYA  HERRERA","490","52-490",NA,NA,"0"
"CAUCA","19","TIMBIO","807","19-807","2.3497206144599998","-76.677869691500007","10"
"HUILA","41","PAICOL","518","41-518","2.4496143615500001","-75.775097676900003","2"
"NARIÑO","52","FRANCISCO PIZARRO","520","52-520","2.0392668407399999","-78.658282782100002","1"
"CAUCA","19","SOTARA","760","19-760","2.2532172030900002","-76.614170967600003","1"
"CAUCA","19","PURACE","585","19-585","2.38112661665","-76.455192800299997","10"
"CAUCA","19","ARGELIA","050","19-050","2.3251402700599999","-77.255090913299995","1"
"HUILA","41","AGRADO","013","41-013","2.2600184409200001","-75.771049913900001","1"
"CAQUETA","18","PUERTO RICO","592","18-592","1.9109186199799999","-75.158039357700005","11"
"CAUCA","19","PATIA","532","19-532","2.0695034826200001","-77.052519828300007","20"
"GUAINIA","94","PANA PANA","887","94-887",NA,NA,"0"
"HUILA","41","PITAL","548","41-548","2.2672549063199998","-75.804897340500005","5"
"CAUCA","19","ROSAS","622","19-622",NA,NA,"0"
"HUILA","41","GARZON","298","41-298","2.1956528017100001","-75.626738229899999","74"
"NARIÑO","52","ROBERTO PAYAN","621","52-621","1.6969869182299999","-78.244676109300002","1"
"CAUCA","19","LA SIERRA","392","19-392","2.17704168214","-76.763202259899998","1"
"CAQUETA","18","EL DONCELLO","247","18-247","1.67906350715","-75.282837366199999","19"
"GUAVIARE","95","EL RETORNO","025","95-025","2.3307971973599999","-72.627970788400006","2"
"HUILA","41","LA ARGENTINA","378","41-378","2.19897948866","-75.979165449800007","6"
"CAUCA","19","BALBOA","075","19-075","2.0413935585799998","-77.216541210299994","1"
"HUILA","41","TARQUI","791","41-791","2.1095416194599999","-75.8267661971","12"
"NARIÑO","52","MAGUI","427","52-427","1.9095545626099999","-78.083985477300004","5"
"HUILA","41","OPORAPA","503","41-503","2.0241589371400002","-75.997553589500001","10"
"NARIÑO","52","LEIVA","405","52-405","1.93449673792","-77.306665100499998","6"
"CAUCA","19","LA VEGA","397","19-397","2.0046383907499998","-76.781503739200005","8"
"CAQUETA","18","FLORENCIA","001","18-001","1.6158290792800001","-75.607993265800005","143"
"HUILA","41","SALADOBLANCO","660","41-660",NA,NA,"0"
"HUILA","41","GUADALUPE","319","41-319","2.0229734854800001","-75.759038641800004","8"
"HUILA","41","SAN AGUSTIN","668","41-668","1.8814721487799999","-76.270813553899998","18"
"HUILA","41","ALTAMIRA","026","41-026","2.0634089054800002","-75.788655589699999","2"
"HUILA","41","ISNOS","359","41-359","1.9303557787700001","-76.214541830100003","8"
"NARIÑO","52","TUMACO","835","52-835","1.7502997228199999","-78.789400968999999","65"
"CAUCA","19","BOLIVAR","100","19-100","1.8375627029299999","-76.966757199200003","36"
"HUILA","41","ELIAS","244","41-244","2.0133962026700001","-75.938106422199994","1"
"VAUPES","97","PAPUNAUA","777","97-777",NA,NA,"0"
"HUILA","41","SUAZA","770","41-770","1.9769344147100001","-75.794657150899994","2"
"CAUCA","19","SAN SEBASTIAN","693","19-693","1.8385006664900001","-76.768776706500006","5"
"HUILA","41","TIMANA","807","41-807","1.97430010243","-75.932348577200003","7"
"CAUCA","19","ALMAGUER","022","19-022","1.9152537752700001","-76.852817410100002","7"
"GUAVIARE","95","CALAMAR","015","95-015",NA,NA,"0"
"CAUCA","19","MERCADERES","450","19-450","1.80307505355","-77.168729364100002","6"
"HUILA","41","PITALITO","551","41-551","1.8541450511299999","-76.040400406100005","100"
"NARIÑO","52","POLICARPA","540","52-540","1.6286982345100001","-77.458771376499996","26"
"CAUCA","19","SANTA ROSA","701","19-701",NA,NA,"0"
"NARIÑO","52","EL ROSARIO","256","52-256","1.74490322467","-77.334628653500005","1"
"HUILA","41","ACEVEDO","006","41-006","1.6531151071200001","-76.038567474399997","6"
"CAQUETA","18","EL PAUJIL","256","18-256","1.5704911368400001","-75.3267456512","2"
"GUAVIARE","95","MIRAFLORES","200","95-200",NA,NA,"0"
"HUILA","41","PALESTINA","530","41-530","1.7231991236399999","-76.132869099499999","3"
"CAQUETA","18","LA MONTAÑITA","410","18-410","1.48833022079","-75.436147033699996","6"
"NARIÑO","52","CUMBITARA","233","52-233","1.64767179037","-77.578431103900002","3"
"NARIÑO","52","BARBACOAS","079","52-079","1.6735716466799999","-78.138261199400006","5"
"CAQUETA","18","BELEN DE LOS ANDAQUIES","094","18-094","1.4199750745299999","-75.869268836399996","1"
"CAUCA","19","FLORENCIA","290","19-290","1.6158290792800001","-75.607993265800005","2"
"NARIÑO","52","LOS ANDES","418","52-418","1.49420521996","-77.521087538499998","14"
"NARIÑO","52","SAN PABLO","693","52-693","1.6691580391700001","-77.012728339700004","4"
"VAUPES","97","CARURU","161","97-161",NA,NA,"0"
"NARIÑO","52","TAMINANGO","786","52-786","1.57012763762","-77.280727918300002","24"
"NARIÑO","52","COLON","203","52-203","1.1920005765799999","-76.968980033899996","30"
"NARIÑO","52","LA UNION","399","52-399","1.5924771767300001","-77.128385668000007","20"
"NARIÑO","52","SAN LORENZO","687","52-687","1.5028272651700001","-77.215231526599993","6"
"GUAINIA","94","LA GUADALUPE","885","94-885",NA,NA,"0"
"VAUPES","97","MITU","001","97-001","1.2511707885400001","-70.234960261799998","8"
"NARIÑO","52","LA CRUZ","378","52-378","1.6001441675500001","-76.971182370199998","30"
"NARIÑO","52","BELEN","083","52-083","1.5956443044699999","-77.016287833999996","8"
"CAQUETA","18","MORELIA","479","18-479","1.48803902537","-75.726558471700002","2"
"NARIÑO","52","LA LLANADA","385","52-385","1.47292218692","-77.580000424299996","2"
"NARIÑO","52","SAN PEDRO DE CARTAGO","694","52-694","1.5520849351999999","-77.120741972299996","5"
"NARIÑO","52","SAN BERNARDO","685","52-685","1.5144310453800001","-77.047089631099993","6"
"NARIÑO","52","ALBAN","019","52-019",NA,NA,"0"
"NARIÑO","52","ARBOLEDA","051","52-051","1.5034220598400001","-77.135449686699999","3"
"NARIÑO","52","SAMANIEGO","678","52-678","1.3322729097799999","-77.6007321214","71"
"CAUCA","19","PIAMONTE","533","19-533","1.11567690787","-76.326721388300001","1"
"NARIÑO","52","EL TAMBO","260","52-260","1.40798382917","-77.390751148999996","43"
"CAQUETA","18","SAN JOSE DEL FRAGUA","610","18-610","1.3317258384899999","-75.973661854100001","7"
"NARIÑO","52","CHACHAGUI","240","52-240",NA,NA,"0"
"NARIÑO","52","EL TABLON DE GOMEZ","258","52-258","1.42729321308","-77.097346318199996","8"
"NARIÑO","52","LINARES","411","52-411","1.3512783097900001","-77.523626919700007","29"
"NARIÑO","52","RICAURTE","612","52-612","1.21122770251","-77.993992225499994","1"
"NARIÑO","52","BUESACO","110","52-110","1.37209588218","-77.1606740852","3"
"NARIÑO","52","SANTA CRUZ","699","52-699","1.2216452924100001","-77.677294459199999","6"
"NARIÑO","52","LA FLORIDA","381","52-381","1.2991672267800001","-77.407393755699999","11"
"CAQUETA","18","CARTAGENA DEL CHAIRA","150","18-150","1.3340194073","-74.847572015699996","14"
"PUTUMAYO","86","MOCOA","001","86-001","1.1442845075600001","-76.651917500899998","65"
"NARIÑO","52","SANDONA","683","52-683","1.28128758136","-77.477313818799999","46"
"CAQUETA","18","VALPARAISO","860","18-860","1.19761525166","-75.7053662852","9"
"CAQUETA","18","MILAN","460","18-460","1.29064424048","-75.507530310999996","2"
"CAQUETA","18","ALBANIA","029","18-029","132903377181","-758786522147","1"
"NARIÑO","52","PASTO","001","52-001","1.0557848325000001","-77.195514733300001","1131"
"NARIÑO","52","PROVIDENCIA","565","52-565","1.2379913538","-77.5965444343","2"
"NARIÑO","52","MALLAMA","435","52-435","1.1408416181800001","-77.864658333700007","16"
"NARIÑO","52","ANCUYA","036","52-036","1.2624506226800001","-77.514611571900005","40"
"PUTUMAYO","86","SAN FRANCISCO","755","86-755","1.1767402648900001","-76.875892027999996","12"
"NARIÑO","52","TUQUERRES","838","52-838","1.0866390107399999","-77.617853632299997","89"
"NARIÑO","52","CONSACA","207","52-207","1.20719433138","-77.465718413499999","11"
"PUTUMAYO","86","SIBUNDOY","749","86-749","1.2030862150999999","-76.9212871804","42"
"NARIÑO","52","GUAITARILLA","320","52-320","1.1308690001299999","-77.547912056300007","18"
"CAQUETA","18","CURILLO","205","18-205","1.03365529502","-75.920354768500005","4"
"NARIÑO","52","YACUANQUER","885","52-885","1.11562696069","-77.402991348900002","5"
"PUTUMAYO","86","COLON","219","86-219","1.1920005765799999","-76.968980033899996","28"
"CAQUETA","18","SOLANO","756","18-756","0,988639312542","-750658449751","2"
"NARIÑO","52","TANGUA","788","52-788","1.09479364234","-77.394299057599994","2"
"PUTUMAYO","86","SANTIAGO","760","86-760","1.1465700937000001","-77.002511406799997","11"
"NARIÑO","52","IMUES","354","52-354","1.0551982914","-77.496567572299995","8"
"NARIÑO","52","SAPUYES","720","52-720","1.0371752270900001","-77.622239212300002","5"
"NARIÑO","52","FUNES","287","52-287","1.0011207845500001","-77.449373989099996","3"
"CAQUETA","18","SOLITA","785","18-785",NA,NA,"0"
"NARIÑO","52","CUMBAL","227","52-227","0,906450846049","-777912420697","81"
"NARIÑO","52","OSPINA","506","52-506","1.0588340603999999","-77.566180950800003","5"
"PUTUMAYO","86","VILLAGARZON","885","86-885","1.02995420604","-76.6168096886","21"
"VAUPES","97","YAVARATE","889","97-889",NA,NA,"0"
"NARIÑO","52","GUACHUCAL","317","52-317","0,960368495971","-777316556305","49"
"PUTUMAYO","86","PUERTO GUZMAN","571","86-571","0.96389688105100002","-76.408032193400004","7"
"NARIÑO","52","ILES","352","52-352","0.96849585711499997","-77.521395138100004","11"
"NARIÑO","52","PUPIALES","585","52-585","0,8709910533","-776396036189","23"
"NARIÑO","52","GUALMATAN","323","52-323","0,919358440058","-775664755001","10"
"PUTUMAYO","86","ORITO","320","86-320","0,676020477109","-768802098557","27"
"NARIÑO","52","ALDANA","022","52-022","0.88224359638000005","-77.700374818499995","20"
"NARIÑO","52","CONTADERO","210","52-210","0,908386320471","-775478326274","7"
"NARIÑO","52","PUERRES","573","52-573","0.88341483587699998","-77.503005133299993","8"
"NARIÑO","52","CUASPUD","224","52-224","0.7365252068","-77.437884470399993","7"
"NARIÑO","52","CORDOBA","215","52-215","0,853665965806","-7751806895","37"
"NARIÑO","52","IPIALES","356","52-356","0,829031718872","-77646095663","377"
"NARIÑO","52","POTOSI","560","52-560","0,7365252068","-774378844704","21"
"VAUPES","97","PACOA","511","97-511",NA,NA,"0"
"PUTUMAYO","86","PUERTO CAICEDO","569","86-569","0.68506417877400005","-76.604517817300007","5"
"PUTUMAYO","86","PUERTO LEGUIZAMO","573","86-573","-0,184973168422","-747836699476","13"
"PUTUMAYO","86","PUERTO ASIS","568","86-568","0,504218750676","-764978366718","101"
"PUTUMAYO","86","VALLE DEL GUAMUEZ","865","86-865","0,423905142192","-769050395058","16"
"PUTUMAYO","86","VALLE DEL GUAMUEZ","865","86-865","0.42390514219199998","-76.905039505800005","1"
"PUTUMAYO","86","SAN MIGUEL","757","86-757",NA,NA,"0"
"AMAZONAS","91","MIRITI-PARANA","460","91-460",NA,NA,"0"
"VAUPES","97","TARAIRA","666","97-666",NA,NA,"0"
"AMAZONAS","91","PUERTO SANTANDER","669","91-669","-1.0986758956767999","-71.939286893897005","5"
"AMAZONAS","91","LA CHORRERA","405","91-405","-1.2423641464413","-72.758825336947197","1"
"AMAZONAS","91","LA PEDRERA","407","91-407","-1.4323734428449","-70.035395399942999","5"
"AMAZONAS","91","EL ENCANTO","263","91-263","-2.0086230627875001","-72.724005861231007","1"
"AMAZONAS","91","TARAPACA","798","91-798","-2.4594107942004002","-70.001624998557404","2"
"AMAZONAS","91","LETICIA","001","91-001","-4.2120231696900001","-69.940679828900002","81"
"AMAZONAS","91","PUERTO NARIÑO","540","91-540","-3.7899163029","-70.356480139400006","2"
"SUCRE","70","EL ROBLE","233","70-233",NA,NA,"0"
"LA GUAJIRA","44","LA JAGUA DEL PILAR","420","44-420",NA,NA,"0"
"LA GUAJIRA","44","ALBANIA","035","44-035",NA,NA,"0"
"MAGDALENA","47","ZONA BANANERA","980","47-980","10.9052488307","-74.172709595800001","1"
"MAGDALENA","47","ALGARROBO","030","47-030",NA,NA,"0"
"MAGDALENA","47","CONCORDIA","205","47-205","10.257658450899999","-74.833449314700005","1"
"MAGDALENA","47","ZAPAYAN","960","47-960",NA,NA,"0"
"BOLIVAR","13","ARROYOHONDO","062","13-062",NA,NA,"0"
"MAGDALENA","47","SABANAS DE SAN ANGEL","660","47-660",NA,NA,"0"
"MAGDALENA","47","NUEVA GRANADA","460","47-460",NA,NA,"0"
"MAGDALENA","47","SANTA BARBARA DE PINTO","720","47-720","948407099608","-746646296726","108"
"GUAINIA","94","MAPIRIPANA","663","94-663",NA,NA,"0"
"GUAINIA","94","MORICHAL","888","94-888",NA,NA,"0"
"AMAZONAS","91","LA VICTORIA","430","91-430",NA,NA,"0"
"AMAZONAS","91","PUERTO ARICA","536","91-536",NA,NA,"0"
"AMAZONAS","91","PUERTO ALEGRIA","530","91-530",NA,NA,"0"
"NARIÑO","52","EL PEÑOL","254","52-254","1.45363406894","-77.439836289400006","3"
"NARIÑO","52","NARIÑO","480","52-480",NA,NA,"0"
"CAUCA","19","SUCRE","785","19-785",NA,NA,"0"
"CAUCA","19","VILLA RICA","845","19-845","3.1749227125399999","-76.461613714199999","2"
"SUCRE","70","SANTIAGO DE TOLU","820","70-820","9.5088149588099995","-75.588118339299996","7"
"SUCRE","70","COVEÑAS","221","70-221",NA,NA,"0"
"CALDAS","17","LA DORADA","380","17-380","5.4438999940799997","-74.674452152300006","104"
"CALDAS","17","NORCASIA","495","17-495","5.5752763720000003","-74.889179624199997","4"
"CALDAS","17","SAMANA","662","17-662","5.41307433334","-74.992380260499999","19"
"CHOCO","27","MEDIO ATRATO","425","27-425",NA,NA,"0"
"CHOCO","27","ATRATO","050","27-050","5.5311325201699999","-76.636181973199996","1"
"CHOCO","27","RIO QUITO","600","27-600",NA,NA,"0"
"CHOCO","27","CERTEGUI","160","27-160",NA,NA,"0"
"CHOCO","27","UNION PANAMERICANA","810","27-810",NA,NA,"0"
"CHOCO","27","MEDIO BAUDO","430","27-430",NA,NA,"0"
"CHOCO","27","RIO IRO","580","27-580",NA,NA,"0"
"CHOCO","27","MEDIO SAN JUAN","450","27-450","5.09660896906","-76.695530115599993","1"
"CHOCO","27","BELEN DE BAJIRA","086","27-086",NA,NA,"0"
"ANTIOQUIA","05","MUTATA","480","05-480","7.24396317282","-76.436704695499998","3"
"CHOCO","27","CARMEN DEL DARIEN","150","27-150",NA,NA,"0"
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA","88","SAN ANDRES","001","88-001","12.582988417899999","-81.696041480600002","156"
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA","88","SANTA CATALINA","564","88-564",NA,NA,"0"
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA","88","PROVIDENCIA","564","88-564","1.2379913538","-77.5965444343","8"
"AMAZONAS","91","SEDE AMAZONIA","s_amazonia","s_amazonia","-4.189787","-69.938876","AMAZONAS"
"BOGOTA D.C","11","SEDE BOGOTA","s_bogota","s_bogota","4.636445","-74.082885","BOGOTA D.C"
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CANTALINA","88","SEDE CARIBE","s_caribe","s_caribe","12.536244","-81.707912","ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CANTALINA"
"ANTIOQUIA","05","SEDE MEDELLIN","s_medellin","s_medellin","6.261541","-75.577196","ANTIOQUIA"
"CALDAS","17","SEDE MANIZALES","s_manizales","s_manizales","5.056195","-75.490887","CALDAS"
"VALLE DEL CAUCA","76","SEDE PALMIRA","s_palmira","s_palmira","3.512328","-76.30749","VALLE DEL CAUCA"
